,exp_id,ano,mes,product-type,steel,carbon,hardness,condition,formability,strength,surface-quality,shape,thick,width,len,bore,recozimento
236,1537.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,SHEET,0.8,610.0,4880.0,0,mediano
237,362.0,2020.0,8.0,C,A,0,0,S,3.0,0,E,COIL,0.6,20.0,0.0,0,ruim
238,760.0,2020.0,8.0,C,A,0,0,S,2.0,0,G,COIL,0.7,1320.0,0.0,0,mediano
239,622.0,2020.0,8.0,C,A,0,0,A,1.0,0,E,COIL,1.6,610.0,0.0,0,ruim
240,1296.0,2020.0,8.0,C,A,0,0,S,2.0,0,F,SHEET,0.7,1220.0,4880.0,0,ruim
241,540.0,2020.0,8.0,C,A,0,85,S,2.2147001934235977,0,G,SHEET,0.3,1220.0,762.0,0,ideal
242,1492.0,2020.0,8.0,C,A,0,0,S,2.0,0,G,COIL,3.2,610.0,0.0,0,ruim
243,2028.0,2020.0,8.0,C,A,0,0,S,3.0,0,E,SHEET,0.601,610.0,762.0,0,ruim
244,480.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,COIL,0.321,610.0,0.0,0,ruim
245,529.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,COIL,0.699,610.0,0.0,0,mediano
246,823.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,SHEET,3.2,150.0,4880.0,0,ruim
247,786.0,2020.0,8.0,C,A,0,0,S,2.0,0,F,SHEET,0.7,1220.0,762.0,0,ruim
248,1919.0,2020.0,8.0,C,A,0,0,A,1.0,0,E,COIL,0.6,250.0,0.0,0,ruim
249,1553.0,2020.0,8.0,C,A,0,85,S,2.2147001934235977,0,G,COIL,3.2,1220.0,0.0,0,ideal
250,2045.0,2020.0,8.0,C,S,0,0,S,2.2147001934235977,400,E,COIL,0.8,609.9,0.0,0,mediano
251,24.0,2020.0,8.0,C,A,0,0,S,3.0,0,F,SHEET,1.2,610.0,4170.0,0,ruim
252,2371.0,2020.0,8.0,C,A,0,0,S,2.0,0,F,SHEET,0.699,1320.0,761.0,0,ruim
253,1480.0,2020.0,8.0,C,R,0,0,S,3.0,0,E,SHEET,0.8,1320.0,4880.0,0,ruim
254,1893.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,SHEET,3.2,150.0,762.0,0,ruim
255,1180.0,2020.0,8.0,C,M,0,0,S,2.2147001934235977,600,G,SHEET,1.299,1050.0,1220.0,0,ideal
256,1574.0,2020.0,8.0,C,A,0,0,S,2.0,0,G,SHEET,0.7,610.0,762.0,0,ruim
257,849.0,2020.0,8.0,C,R,6,0,S,2.2147001934235977,0,E,COIL,1.2,1220.0,0.0,0,ideal
258,2178.0,2020.0,8.0,C,S,0,0,S,2.2147001934235977,400,E,COIL,1.0,75.0,0.0,0,ideal
259,1710.0,2020.0,8.0,C,R,6,0,S,2.2147001934235977,0,E,SHEET,1.0,1320.0,762.0,0,ideal
260,2247.0,2020.0,8.0,C,A,0,70,S,2.2147001934235977,0,G,COIL,2.5,610.0,0.0,600,mediano
261,2104.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,SHEET,0.8,610.0,4880.0,0,ruim
262,799.0,2020.0,8.0,C,R,0,0,S,3.0,0,E,SHEET,0.6,520.0,762.0,0,ruim
263,1843.0,2020.0,8.0,C,A,0,70,S,2.2147001934235977,0,G,COIL,0.8,50.0,0.0,0,mediano
264,166.0,2020.0,8.0,C,A,0,0,S,2.2147001934235977,500,E,SHEET,2.0,610.0,762.0,0,ideal
265,561.0,2020.0,8.0,C,A,0,0,A,1.0,0,E,SHEET,0.5,609.9,3000.0,0,ruim
266,791.0,2020.0,8.0,C,A,0,0,S,1.0,0,G,COIL,0.7,610.0,0.0,0,ruim
267,725.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,COIL,1.601,1320.0,0.0,0,ruim
268,599.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,SHEET,0.301,610.0,762.0,0,ruim
269,982.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,SHEET,1.2,609.9,612.0,0,ruim
270,1144.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,SHEET,0.8,1500.0,4170.0,0,ruim
271,391.0,2020.0,8.0,C,A,0,45,S,2.2147001934235977,0,D,SHEET,0.7,1300.0,762.0,0,mediano
272,642.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,COIL,1.201,50.0,0.0,0,ruim
273,1285.0,2020.0,8.0,C,A,0,0,S,3.0,0,F,SHEET,0.75,610.0,4880.0,0,mediano
274,1318.0,2020.0,8.0,C,R,0,0,S,2.2147001934235977,500,E,COIL,1.6,609.9,0.0,0,ideal
275,1549.0,2020.0,8.0,C,K,65,0,S,2.2147001934235977,0,E,COIL,1.09,900.0,0.0,0,mediano
276,1104.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,COIL,0.699,1320.0,0.0,0,mediano
277,858.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,SHEET,0.7,150.0,762.0,0,ruim
278,1410.0,2020.0,8.0,C,K,55,0,S,2.2147001934235977,0,E,COIL,2.2,900.0,0.0,0,mediano
279,462.0,2020.0,8.0,C,V,0,0,S,2.0,0,E,SHEET,0.7,610.0,4880.0,0,ruim
280,2286.0,2020.0,8.0,C,A,4,0,S,2.2147001934235977,0,G,COIL,1.0,25.0,0.0,0,ideal
281,137.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,COIL,0.699,610.0,0.0,0,ruim
282,1571.0,2020.0,8.0,C,A,0,0,S,2.0,0,E,COIL,0.7,610.0,0.0,0,mediano
283,1004.0,2020.0,8.0,C,V,0,0,S,2.0,0,E,SHEET,0.7,1320.0,762.0,0,ruim
284,448.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,SHEET,3.2,1320.0,4880.0,0,mediano
285,2248.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,SHEET,0.699,1320.0,762.0,0,ruim
286,2138.0,2020.0,8.0,C,A,0,50,S,2.2147001934235977,0,G,COIL,0.601,610.0,0.0,0,ideal
287,2127.0,2020.0,8.0,C,A,0,0,S,3.0,0,E,SHEET,0.6,610.0,761.0,0,ideal
288,1646.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,COIL,3.2,610.0,0.0,0,ruim
289,898.0,2020.0,8.0,C,K,65,0,S,2.2147001934235977,0,E,COIL,2.3,900.0,0.0,600,mediano
290,230.0,2020.0,8.0,C,A,0,0,S,2.0,0,F,SHEET,0.6,300.1,4880.0,0,ruim
291,261.0,2020.0,8.0,C,A,0,0,S,2.0,0,F,SHEET,0.699,300.1,4880.0,0,ruim
292,1136.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,COIL,4.0,610.0,0.0,600,mediano
293,292.0,2020.0,8.0,C,A,0,85,S,2.2147001934235977,0,E,SHEET,0.4,1220.0,762.0,0,ideal
294,2312.0,2020.0,8.0,C,M,0,0,S,2.2147001934235977,350,G,COIL,1.601,609.9,0.0,0,mediano
295,235.0,2020.0,8.0,C,A,0,45,S,2.2147001934235977,0,D,SHEET,0.4,1220.0,300.0,0,ruim
296,2082.0,2020.0,8.0,C,R,0,0,S,3.0,0,E,COIL,1.6,1220.0,0.0,0,ruim
297,2376.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,SHEET,0.7,1300.0,762.0,0,ruim
298,1568.0,2020.0,8.0,C,A,0,0,S,3.0,0,E,SHEET,1.6,1220.0,761.0,0,ideal
299,715.0,2020.0,8.0,C,A,0,0,S,2.0,0,G,COIL,0.4,610.0,0.0,0,ruim
300,125.0,2020.0,8.0,C,A,0,45,S,2.2147001934235977,0,D,SHEET,0.3,610.0,762.0,0,ruim
301,494.0,2020.0,8.0,C,A,0,0,S,2.0,0,G,SHEET,0.7,610.0,4880.0,0,ruim
302,1207.0,2020.0,8.0,C,S,0,0,S,2.2147001934235977,400,E,COIL,0.8,75.0,0.0,0,ideal
303,513.0,2020.0,8.0,C,A,0,0,S,3.0,0,E,COIL,2.5,1320.0,0.0,0,ruim
304,1629.0,2020.0,8.0,C,A,0,50,S,2.2147001934235977,0,E,SHEET,1.6,1250.0,4880.0,0,ideal
305,1561.0,2020.0,8.0,C,A,0,0,S,2.0,0,E,COIL,0.7,610.0,0.0,0,ruim
306,385.0,2020.0,8.0,C,A,0,0,S,2.0,0,E,SHEET,0.7,1320.1,762.0,0,ruim
307,2380.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,COIL,3.201,385.1,0.0,0,ruim
308,2256.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,SHEET,1.6,500.0,4880.0,0,ruim
309,1505.0,2020.0,8.0,C,A,0,0,A,2.0,0,G,SHEET,0.7,1320.0,4880.0,0,ruim
310,2379.0,2020.0,8.0,C,A,0,0,S,2.0,0,G,COIL,4.0,500.0,0.0,0,ruim
311,1930.0,2020.0,8.0,C,A,0,0,S,2.0,0,G,COIL,0.4,609.9,0.0,0,ruim
312,1428.0,2020.0,8.0,C,R,0,0,S,3.0,0,E,SHEET,1.6,610.0,4170.0,0,ruim
313,1266.0,2020.0,8.0,C,A,0,45,S,2.2147001934235977,0,D,SHEET,1.6,1300.0,4880.0,0,ruim
314,7.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,COIL,3.2,50.0,0.0,0,ruim
315,1671.0,2020.0,8.0,C,A,0,80,S,2.2147001934235977,0,G,COIL,0.5,29.0,0.0,0,ideal
316,5.0,2020.0,8.0,C,A,0,0,S,1.0,0,G,SHEET,0.3,595.0,762.0,0,ruim
317,508.0,2020.0,8.0,C,A,0,85,S,2.2147001934235977,0,E,SHEET,1.2,1200.0,611.0,0,mediano
318,342.0,2020.0,8.0,C,A,0,60,S,2.2147001934235977,0,G,COIL,2.801,355.0,0.0,0,ideal
319,131.0,2020.0,8.0,C,A,0,85,S,2.2147001934235977,0,G,COIL,4.0,610.0,0.0,500,mediano
320,924.0,2020.0,8.0,C,A,0,0,S,2.0,0,F,SHEET,0.699,609.9,0.0,0,ruim
321,1066.0,2020.0,8.0,C,K,65,0,S,2.2147001934235977,0,E,COIL,1.5,900.0,0.0,0,mediano
322,1940.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,COIL,4.0,1000.0,0.0,600,mediano
323,2220.0,2020.0,8.0,C,R,0,0,S,2.2147001934235977,300,E,COIL,0.8,915.0,0.0,0,ideal
324,1793.0,2020.0,8.0,C,A,0,0,S,2.0,0,E,COIL,0.7,610.0,0.0,0,ruim
325,30.0,2020.0,8.0,C,A,0,85,S,2.2147001934235977,0,G,COIL,3.201,610.0,0.0,600,mediano
326,259.0,2020.0,8.0,C,A,0,0,S,3.0,0,F,SHEET,1.0,1320.0,762.0,0,ruim
327,157.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,COIL,0.4,1320.0,0.0,0,ruim
328,308.0,2020.0,8.0,C,A,0,0,S,3.0,0,E,SHEET,1.6,610.0,762.0,0,ideal
329,1402.0,2020.0,8.0,C,A,0,85,S,2.2147001934235977,0,E,SHEET,0.4,1220.0,0.0,0,ideal
330,2336.0,2020.0,8.0,C,K,65,0,S,2.2147001934235977,0,E,COIL,3.2,900.0,0.0,500,mediano
331,1024.0,2020.0,8.0,C,A,0,0,A,1.0,0,E,SHEET,0.5,609.9,612.0,0,ruim
332,99.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,SHEET,0.8,1320.0,4880.0,0,ruim
333,727.0,2020.0,8.0,C,A,0,0,S,3.0,0,G,COIL,2.5,1320.0,0.0,0,ruim
334,2189.0,2020.0,8.0,C,A,0,0,S,3.0,0,E,COIL,0.8,900.1,0.0,0,ruim
335,305.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,COIL,4.0,385.1,0.0,0,ruim
336,2334.0,2020.0,8.0,C,A,0,0,S,1.0,0,G,SHEET,0.699,1300.0,762.0,0,mediano
337,959.0,2020.0,8.0,C,A,0,0,S,2.0,0,F,SHEET,0.6,610.0,4880.0,0,mediano
338,1039.0,2020.0,8.0,C,A,0,0,S,3.0,0,E,SHEET,0.7,375.0,612.0,0,ruim
339,212.0,2020.0,8.0,C,A,0,0,S,1.0,0,G,SHEET,0.4,610.0,762.0,0,ruim
340,2050.0,2020.0,8.0,C,A,0,0,S,2.0,0,E,COIL,0.3,1320.0,0.0,0,ruim
341,899.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,COIL,3.2,610.0,0.0,0,ruim
342,2041.0,2020.0,8.0,C,A,0,85,S,2.2147001934235977,0,G,COIL,1.201,1220.0,0.0,0,ideal
343,729.0,2020.0,8.0,C,A,0,45,S,2.2147001934235977,0,D,SHEET,0.7,1320.0,762.0,0,mediano
344,1457.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,COIL,0.8,610.0,0.0,0,ruim
345,1272.0,2020.0,8.0,C,A,0,45,S,2.2147001934235977,0,D,COIL,0.699,610.0,0.0,0,ruim
346,852.0,2020.0,8.0,C,K,65,0,S,2.2147001934235977,0,E,COIL,1.09,610.0,0.0,0,mediano
347,126.0,2020.0,8.0,C,A,0,45,S,2.2147001934235977,0,D,SHEET,0.3,610.0,4880.0,0,ruim
348,147.0,2020.0,8.0,C,A,0,0,S,3.0,0,E,SHEET,1.2,609.9,612.0,0,ruim
349,1655.0,2020.0,8.0,C,K,65,0,S,2.2147001934235977,0,E,COIL,0.6,900.0,0.0,0,mediano
350,275.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,SHEET,2.0,1500.0,612.0,0,ruim
351,712.0,2020.0,8.0,C,V,0,0,S,2.0,0,E,COIL,0.8,20.0,0.0,0,mediano
352,2299.0,2020.0,8.0,C,K,45,0,S,2.2147001934235977,0,E,COIL,0.6,900.0,0.0,0,mediano
353,169.0,2020.0,8.0,C,A,0,0,S,2.0,0,F,SHEET,0.999,1220.0,4880.0,0,ruim
354,1159.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,SHEET,1.599,1320.0,4880.0,0,ruim
355,820.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,SHEET,2.0,610.0,612.0,0,mediano
356,538.0,2020.0,8.0,C,R,6,0,S,2.2147001934235977,0,E,SHEET,0.6,610.0,762.0,0,ideal
357,435.0,2020.0,8.0,C,A,0,0,S,2.0,0,F,SHEET,0.6,609.9,762.0,0,ruim
358,1118.0,2020.0,8.0,C,M,0,0,S,2.2147001934235977,350,G,COIL,0.9,610.0,0.0,0,mediano
359,821.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,SHEET,1.599,610.0,4880.0,0,ruim
360,1330.0,2020.0,8.0,C,A,0,50,S,2.2147001934235977,0,E,COIL,0.4,1320.0,0.0,0,ideal
361,528.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,SHEET,1.2,335.0,612.0,0,ruim
362,1674.0,2020.0,8.0,C,S,0,0,S,2.2147001934235977,700,E,COIL,1.0,609.9,0.0,0,ideal
363,323.0,2020.0,8.0,C,M,0,0,S,2.2147001934235977,600,G,SHEET,0.9,1050.0,1220.0,0,ideal
364,320.0,2020.0,8.0,C,A,0,0,S,3.0,0,E,COIL,1.201,75.0,0.0,0,mediano
365,761.0,2020.0,8.0,C,M,0,0,S,2.2147001934235977,600,G,COIL,1.3,1090.0,0.0,0,mediano
366,1820.0,2020.0,8.0,C,A,0,0,S,2.0,0,E,COIL,0.7,20.0,0.0,0,ruim
367,606.0,2020.0,8.0,C,A,0,0,S,2.2147001934235977,500,E,SHEET,2.0,609.9,301.0,0,ideal
368,973.0,2020.0,8.0,C,A,0,85,S,2.2147001934235977,0,G,COIL,1.201,610.0,0.0,0,ideal
369,2061.0,2020.0,8.0,C,A,0,0,A,1.0,0,E,COIL,0.799,249.9,0.0,0,ruim
370,911.0,2020.0,8.0,C,A,0,0,S,2.0,0,E,SHEET,0.3,610.0,762.0,0,ruim
371,206.0,2020.0,8.0,C,A,0,45,S,2.2147001934235977,0,D,SHEET,0.599,1320.0,761.0,0,ruim
372,917.0,2020.0,8.0,C,W,0,0,S,2.2147001934235977,310,G,SHEET,1.6,610.0,762.0,0,ideal
373,2176.0,2020.0,8.0,C,A,0,0,S,2.0,0,E,COIL,0.699,1320.0,0.0,0,ruim
374,985.0,2020.0,8.0,C,K,55,0,S,2.2147001934235977,0,E,COIL,1.09,610.0,0.0,0,mediano
375,804.0,2020.0,8.0,C,K,65,0,S,2.2147001934235977,0,E,COIL,0.8,900.0,0.0,0,mediano
376,43.0,2020.0,8.0,C,A,0,0,S,2.2147001934235977,500,G,COIL,1.6,1320.0,0.0,0,mediano
377,2074.0,2020.0,8.0,C,V,0,0,S,2.0,0,E,SHEET,1.599,1320.0,762.0,0,ruim
378,1819.0,2020.0,8.0,C,A,0,0,S,2.0,0,E,SHEET,3.2,1320.0,4880.0,0,ruim
379,1975.0,2020.0,8.0,C,A,0,0,A,2.0,0,G,COIL,0.301,20.0,0.0,0,ruim
380,739.0,2020.0,8.0,C,A,0,0,S,3.0,0,E,SHEET,0.7,335.0,612.0,0,mediano
381,1348.0,2020.0,8.0,C,A,0,45,S,2.2147001934235977,0,D,SHEET,0.699,1220.0,761.0,0,ruim
382,722.0,2020.0,8.0,C,K,55,0,S,2.2147001934235977,0,E,COIL,1.09,900.0,0.0,0,mediano
383,1995.0,2020.0,8.0,C,A,0,85,S,2.2147001934235977,0,E,SHEET,1.2,600.0,150.0,0,ideal
384,69.0,2020.0,8.0,C,A,0,0,S,2.0,0,G,SHEET,0.699,610.0,762.0,0,ruim
385,1408.0,2020.0,8.0,C,R,0,0,S,3.0,0,E,SHEET,1.6,831.9,881.0,0,ruim
386,1685.0,2020.0,8.0,C,R,0,0,A,2.0,0,G,COIL,0.699,20.0,0.0,0,ruim
387,580.0,2020.0,8.0,C,A,0,0,S,2.0,0,E,COIL,0.321,610.0,0.0,0,ruim
388,1386.0,2020.0,8.0,C,W,0,0,S,2.2147001934235977,310,G,SHEET,0.8,1275.0,4880.0,0,ideal
389,1636.0,2020.0,8.0,C,A,0,0,S,2.0,0,F,SHEET,0.699,1220.0,4880.0,0,ruim
390,1010.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,SHEET,0.699,595.0,762.0,0,ruim
391,872.0,2020.0,8.0,C,A,0,0,S,5.0,0,E,COIL,1.201,50.0,0.0,0,ruim
392,1721.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,SHEET,1.2,335.0,3000.0,0,ruim
393,780.0,2020.0,8.0,C,M,0,0,S,2.2147001934235977,350,G,COIL,1.4,1310.0,0.0,0,ideal
394,1673.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,SHEET,0.8,610.0,762.0,0,ruim
395,1933.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,COIL,4.0,610.0,0.0,600,mediano
396,1644.0,2020.0,8.0,C,A,0,0,S,3.0,0,E,SHEET,0.5,610.0,762.0,0,ideal
397,1414.0,2020.0,8.0,C,A,0,60,S,2.2147001934235977,0,G,COIL,2.8,610.0,0.0,600,mediano
398,759.0,2020.0,8.0,C,A,0,0,S,2.0,0,G,COIL,0.799,1300.0,0.0,0,ruim
399,1052.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,SHEET,1.6,1500.0,612.0,0,ruim
400,1806.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,SHEET,1.2,609.9,4170.0,0,ruim
401,813.0,2020.0,8.0,C,A,0,0,S,2.0,0,E,COIL,3.201,152.0,0.0,0,ruim
402,1701.0,2020.0,8.0,C,A,0,0,S,2.0,0,G,SHEET,0.4,1320.0,4880.0,0,ruim
403,1666.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,SHEET,0.7,610.0,762.0,0,ruim
404,424.0,2020.0,8.0,C,A,0,0,S,3.0,0,E,SHEET,1.0,1320.0,762.0,0,mediano
405,2310.0,2020.0,8.0,C,A,0,80,S,2.2147001934235977,0,G,SHEET,1.6,1320.0,612.0,0,mediano
406,2154.0,2020.0,8.0,C,A,0,0,S,2.2147001934235977,500,G,COIL,1.6,1525.0,0.0,0,ideal
407,2001.0,2020.0,8.0,C,R,0,0,S,3.0,0,E,SHEET,2.0,610.0,4170.0,0,ruim
408,173.0,2020.0,8.0,C,A,0,0,S,1.0,0,G,COIL,0.799,20.0,0.0,0,ruim
409,887.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,SHEET,0.8,1300.0,762.0,0,ruim
410,2417.0,2020.0,8.0,C,A,0,0,S,3.0,0,E,SHEET,0.6,610.0,300.0,0,ideal
411,102.0,2020.0,8.0,C,A,0,0,A,1.0,0,E,COIL,1.6,610.0,0.0,0,ruim
412,1092.0,2020.0,8.0,C,A,0,0,S,2.0,0,E,SHEET,0.699,1320.0,762.0,0,ruim
413,1999.0,2020.0,8.0,C,A,0,70,S,2.2147001934235977,0,G,COIL,2.5,610.0,0.0,600,mediano
414,1068.0,2020.0,8.0,C,A,0,50,S,2.2147001934235977,0,E,COIL,0.451,20.0,0.0,0,ideal
415,1638.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,SHEET,0.8,1500.0,4170.0,0,ruim
416,135.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,SHEET,0.699,1320.0,761.0,0,ruim
417,2124.0,2020.0,8.0,C,A,0,0,S,2.0,0,E,SHEET,3.201,1320.0,4880.0,0,ruim
418,59.0,2020.0,8.0,C,A,4,0,S,2.2147001934235977,0,G,COIL,0.5,25.0,0.0,0,ideal
419,844.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,COIL,3.5,1000.0,0.0,600,mediano
420,1254.0,2020.0,8.0,C,A,0,0,S,2.0,0,F,SHEET,0.6,609.9,4880.0,0,ruim
421,2111.0,2020.0,8.0,C,A,0,70,S,2.2147001934235977,0,G,COIL,0.8,50.0,0.0,0,ideal
422,676.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,COIL,1.6,1320.0,0.0,0,mediano
423,2395.0,2020.0,8.0,C,A,0,0,S,1.0,0,G,COIL,0.3,609.9,0.0,0,ruim
424,2352.0,2020.0,8.0,C,R,0,0,S,3.0,0,E,SHEET,1.6,609.9,612.0,0,ruim
425,2283.0,2020.0,8.0,C,A,0,0,S,3.0,0,F,SHEET,0.6,610.0,4170.0,0,ruim
426,2011.0,2020.0,8.0,C,A,0,50,S,2.2147001934235977,0,G,COIL,3.2,610.0,0.0,0,ideal
427,816.0,2020.0,8.0,C,A,0,70,S,2.2147001934235977,0,G,COIL,0.6,610.0,0.0,0,ideal
428,1795.0,2020.0,8.0,C,A,0,45,S,2.2147001934235977,0,D,COIL,0.7,1320.0,0.0,0,mediano
429,488.0,2020.0,8.0,C,A,0,60,S,2.2147001934235977,0,G,COIL,4.0,385.1,0.0,0,ideal
430,1000.0,2020.0,8.0,C,A,0,70,S,2.2147001934235977,0,G,COIL,0.6,1320.0,0.0,600,mediano
431,1781.0,2020.0,8.0,C,K,45,0,S,2.2147001934235977,0,E,COIL,2.2,640.0,0.0,0,mediano
432,2237.0,2020.0,8.0,C,A,0,0,S,2.0,0,G,COIL,0.699,20.0,0.0,0,ruim
433,1534.0,2020.0,8.0,C,A,0,0,S,2.0,0,G,SHEET,1.2,609.9,614.0,0,ruim
434,546.0,2020.0,8.0,C,A,0,0,S,3.0,0,E,SHEET,1.0,1320.0,4880.0,0,ruim
435,1665.0,2020.0,8.0,C,A,0,0,S,3.0,0,E,COIL,1.2,609.9,0.0,0,ruim
436,300.0,2020.0,8.0,C,K,65,0,S,2.2147001934235977,0,E,COIL,1.0,610.0,0.0,0,mediano
437,2415.0,2020.0,8.0,C,K,55,0,S,2.2147001934235977,0,E,COIL,1.5,900.0,0.0,0,mediano
438,769.0,2020.0,8.0,C,K,45,0,S,2.2147001934235977,0,E,COIL,3.2,900.0,0.0,0,mediano
439,1491.0,2020.0,8.0,C,A,0,0,S,2.0,0,E,SHEET,0.699,610.0,762.0,0,ruim
440,1623.0,2020.0,8.0,C,R,0,0,A,2.0,0,G,COIL,0.699,609.9,0.0,0,ruim
441,2285.0,2020.0,8.0,C,A,0,0,S,3.0,0,E,COIL,0.699,610.0,0.0,0,ruim
442,574.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,SHEET,0.3,1320.0,762.0,0,ruim
443,902.0,2020.0,8.0,C,W,0,0,S,2.2147001934235977,310,G,SHEET,2.501,1275.0,4880.0,0,ideal
444,1634.0,2020.0,8.0,C,A,0,85,S,2.2147001934235977,0,E,SHEET,1.0,1220.0,762.0,0,mediano
445,1839.0,2020.0,8.0,C,A,0,45,S,2.2147001934235977,0,D,SHEET,0.7,610.0,759.0,0,ruim
446,378.0,2020.0,8.0,C,A,0,45,S,2.2147001934235977,0,D,SHEET,0.7,609.9,3000.0,0,mediano
447,664.0,2020.0,8.0,C,A,0,85,S,2.2147001934235977,0,G,SHEET,3.2,200.1,4880.0,0,ideal
448,955.0,2020.0,8.0,C,A,0,0,S,2.0,0,E,COIL,0.4,609.9,0.0,0,ruim
449,461.0,2020.0,8.0,C,A,0,0,S,3.0,0,E,SHEET,0.6,335.0,3000.0,0,ideal
450,384.0,2020.0,8.0,C,A,0,50,S,2.2147001934235977,0,E,SHEET,0.6,1250.0,4880.0,0,ideal
451,93.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,SHEET,0.7,1300.0,762.0,0,ruim
452,141.0,2020.0,8.0,C,A,0,0,S,3.0,0,E,SHEET,0.6,610.0,612.0,0,ideal
453,2207.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,SHEET,3.2,610.0,4880.0,0,ruim
454,2191.0,2020.0,8.0,C,A,0,0,S,3.0,0,E,COIL,0.6,609.0,0.0,0,ruim
455,521.0,2020.0,8.0,C,A,0,85,S,2.2147001934235977,0,E,SHEET,1.2,1200.0,150.0,0,ideal
456,2188.0,2020.0,8.0,C,A,0,85,S,2.2147001934235977,0,G,COIL,1.2,609.9,0.0,0,ideal
457,1278.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,SHEET,1.599,1300.0,4880.0,0,ruim
458,1637.0,2020.0,8.0,C,A,0,0,S,2.0,0,E,COIL,0.699,20.0,0.0,0,ruim
459,675.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,COIL,0.699,1320.0,0.0,0,mediano
460,160.0,2020.0,8.0,C,A,0,0,S,1.0,0,G,SHEET,0.3,1300.0,762.0,0,ruim
461,396.0,2020.0,8.0,C,A,0,0,S,2.0,0,F,SHEET,0.6,520.0,4880.0,0,ruim
462,2036.0,2020.0,8.0,C,A,0,0,S,2.0,0,G,COIL,0.3,610.0,0.0,0,ruim
463,1523.0,2020.0,8.0,C,A,0,0,S,2.0,0,F,SHEET,0.6,610.0,4880.0,0,ruim
464,2397.0,2020.0,8.0,C,A,0,0,S,2.0,0,E,SHEET,0.7,610.0,762.0,0,ruim
465,1796.0,2020.0,8.0,C,A,0,0,S,3.0,0,E,SHEET,0.601,610.0,4880.0,0,ruim
466,909.0,2020.0,8.0,C,A,0,0,A,1.0,0,E,SHEET,1.6,610.0,762.0,0,ruim
467,2419.0,2020.0,8.0,C,A,0,0,S,2.0,0,E,COIL,0.6,609.9,0.0,0,ruim
468,2019.0,2020.0,8.0,C,A,0,45,S,2.2147001934235977,0,D,SHEET,0.3,519.9,762.0,0,ruim
469,2186.0,2020.0,8.0,C,R,0,0,S,3.0,0,E,COIL,1.0,75.0,0.0,0,mediano
470,2398.0,2020.0,8.0,C,K,55,0,S,2.2147001934235977,0,E,COIL,2.3,900.0,0.0,500,mediano
471,357.0,2020.0,8.0,C,A,0,0,S,2.0,0,E,SHEET,0.3,610.0,4880.0,0,ruim
472,1597.0,2020.0,8.0,C,A,0,60,S,2.2147001934235977,0,G,SHEET,0.8,356.1,762.0,0,ideal
473,1945.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,SHEET,0.8,1300.0,4880.0,0,mediano
